CONTENT_LENGTH,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,URL_IDENTIFICATION,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
NaN,41,utf-8,8,nginx,M0_1283,America,Oregon,30-Aug-00,16-Aug-16,0,0,0,0,0,0,0,0,0,0,0
65473,41,utf-8,8,Apache,M0_1296,America,MO,20-May-96,24-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,41,UTF-8,9,nginx/1.12.0,M0_1373,America,Pennsylvania,08-Sep-07,09-Sep-16,0,0,0,0,0,0,0,0,0,0,0
324,41,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_1378,GB,worcs,25-Oct-06,18-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,41,utf-8,10,nginx/1.8.1,M0_1425,America,NY,18-Oct-94,06-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,41,UTF-8,9,mw2231.codfw.wmnet,M0_192,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,2,0,0,124,0,0,0
NaN,41,UTF-8,9,mw2165.codfw.wmnet,M0_2019,America,CA,13-Jan-01,12-Dec-15,3,3,1,366,4,3,366,244,3,0,0
NaN,41,ISO-8859-1,9,Apache,M0_2135,America,Maine,23-Oct-96,28-Feb-17,7,5,5,630,7,7,630,442,7,0,0
7065,41,UTF-8,9,Apache,M0_2299,America,Arizona,04-Nov-03,04-Nov-16,5,3,3,576,8,6,576,522,6,0,0
10588,41,ISO-8859-1,7,openresty/1.11.2.2,M0_238,America,FL,30-Jul-02,26-Jun-14,20,0,2,1895,24,22,2055,13792,22,2,0
NaN,41,UTF-8,8,Apache,M0_26,Panama,PANAMA,09-Dec-08,30-Nov-16,8,0,1,1078,12,12,1390,1532,12,4,0
NaN,41,UTF-8,9,mw2109.codfw.wmnet,M0_275,America,CA,13-Jan-01,12-Dec-15,34,27,3,4891,37,42,5499,37001,42,8,0
281,41,iso-8859-1,7,Apache,M0_30,America,PA,09-Mar-10,18-Jan-13,18,0,3,1868,23,22,2202,18348,22,4,0
324,41,us-ascii,8,Microsoft-IIS/7.5,M0_364,America,Kansas,04-Jul-01,19-Apr-17,10,3,5,1202,16,14,1500,1335,14,4,0
NaN,41,UTF-8,8,Apache,M0_373,Japan,NaN,08-Mar-16,27-Feb-17,34,11,4,3699,38,40,4153,27522,40,6,0
NaN,41,UTF-8,8,Apache,M0_390,America,VA,23-Feb-10,23-Jan-17,26,0,8,2657,35,30,2991,34427,30,4,0
13,41,iso-8859-1,10,Apache,M0_427,America,Arizona,06-Jul-16,05-Sep-16,8,3,8,552,5,8,552,420,8,0,0
NaN,41,UTF-8,8,Server,M0_434,America,WA,05-Jan-96,05-May-16,40,12,6,3079,53,44,3359,38924,44,4,0
NaN,41,ISO-8859-1,8,nginx/0.8.54,M0_713,NaN,NaN,16-Jan-16,13-Mar-17,1,0,1,54,2,1,54,124,1,0,0
NaN,41,utf-8,10,nginx/1.8.1,M0_731,America,NY,18-Oct-94,06-Oct-16,10,1,4,1198,16,16,1616,2763,16,6,0
NaN,41,ISO-8859-1,9,Apache,M0_758,Australia,Queensland,22-Mar-06,22-Mar-17,101,41,5,10813,101,110,11423,142735,110,8,0
9817,41,UTF-8,10,Apache-Coyote/1.1,M0_829,GB,London,13-Jun-97,05-Nov-15,0,0,0,0,0,0,0,0,0,0,0
NaN,41,ISO-8859-1,9,Apache,M0_855,Australia,Queensland,22-Mar-06,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,41,ISO-8859-1,9,nginx,M0_910,France,NaN,22-Jul-05,21-Jul-16,0,0,0,0,0,0,0,0,0,0,0
646,42,UTF-8,13,nginx,A0_128,NaN,NaN,NaN,NaN,7,1,5,466,10,11,760,822,11,4,1
673,42,UTF-8,11,nginx,A0_154,NaN,NaN,NaN,NaN,18,1,4,2185,21,24,2637,2969,24,6,1
673,42,UTF-8,11,nginx,A0_155,NaN,NaN,NaN,NaN,18,1,5,2185,21,24,2637,2969,24,6,1
NaN,42,utf-8,10,nginx/1.10.1,A0_40,NaN,NaN,07-Apr-02,NaN,15,0,3,2124,20,17,2270,12884,17,2,1
2516,42,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_47,America,Utah,24-May-00,25-May-16,24,0,2,4035,25,30,4499,12416,30,6,1
2516,42,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_48,America,Utah,24-May-00,25-May-16,25,0,2,4101,28,31,4565,12614,31,6,1
2516,42,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_50,America,Utah,24-May-00,25-May-16,23,0,2,3969,24,29,4433,12354,29,6,1
2516,42,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_53,America,Utah,24-May-00,25-May-16,25,0,2,4101,28,31,4565,12614,31,6,1
895,42,ISO-8859-1,8,Apache,M1_3,America,Arizona,05-Mar-13,05-May-13,15,0,6,1980,17,19,2334,5911,19,4,1
NaN,42,utf-8,7,Apache/2.4.6,M0_104,America,FL,24-May-04,16-Mar-17,51,11,7,4601,55,57,5103,45279,57,6,0
NaN,42,utf-8,8,Apache/2.4.25,M0_1131,India,Karnataka,30-Jan-06,14-Apr-14,0,0,0,0,0,0,0,0,0,0,0
NaN,42,utf-8,7,nginx/1.10.1,M0_1139,Canada,BC,19-Dec-97,05-Nov-12,0,0,0,0,0,0,0,0,0,0,0
NaN,42,UTF-8,10,nginx,M0_1236,America,Arizona,30-Nov-06,17-Apr-15,0,0,0,0,0,0,0,0,0,0,0
7289,42,UTF-8,8,Apache,M0_1257,Canada,ON,14-Apr-99,08-Aug-15,0,0,0,0,0,0,0,0,0,0,0
4974,42,UTF-8,8,Apache/2.4.25,M0_1260,Canada,Quebec,27-May-08,27-May-15,0,0,0,0,0,0,0,0,0,0,0
NaN,42,utf-8,10,cloudflare-nginx,M0_1266,America,Arizona,10-Nov-09,21-Apr-15,0,0,0,0,0,0,0,0,0,0,0
4691,42,UTF-8,9,mw2225.codfw.wmnet,M0_1268,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,42,utf-8,8,nginx/1.1.19,M0_1303,America,CA,09-Dec-96,09-Oct-15,0,0,0,0,0,0,0,0,0,0,0
NaN,42,UTF-8,11,nginx,M0_1351,America,Arizona,08-May-04,04-Apr-14,0,0,0,0,0,0,0,0,0,0,0
1819,42,ISO-8859-1,10,NaN,M0_1375,America,CA,02-Nov-02,02-Feb-17,0,0,0,0,0,0,0,0,0,0,0
1505,42,ISO-8859-1,9,nginx,M0_1422,America,Ohio,08-Jan-04,03-Jan-17,0,0,0,0,0,0,0,0,0,0,0
7509,42,UTF-8,9,Apache,M0_146,NaN,NaN,16-Aug-99,17-Aug-13,7,0,2,985,12,13,1433,1496,13,6,0
5127,42,ISO-8859-1,9,Apache-Coyote/1.1,M0_2112,America,CA,04-Aug-95,26-Jan-17,4,3,2,432,5,4,432,310,4,0,0
NaN,42,ISO-8859-1,7,Apache,M0_2172,America,Indiana,18-Jul-02,10-Jul-13,6,4,4,528,8,6,528,612,6,0,0
NaN,42,UTF-8,9,nginx,M0_2185,NaN,NaN,23-Nov-94,19-Aug-15,6,5,2,540,7,6,540,473,6,0,0
NaN,42,UTF-8,8,nginx,M0_2218,Australia,NEW SOUTH WALES,30-Aug-15,08-Mar-17,5,3,3,498,6,5,498,376,5,0,0
324,42,us-ascii,9,NaN,M0_2231,NaN,NaN,11-Oct-00,02-Jul-14,8,8,3,636,6,8,636,364,8,0,0
NaN,42,UTF-8,8,Apache,M0_291,United Kingdom,UK,27-Feb-96,27-Jan-16,33,0,5,2706,35,37,2982,41737,37,4,0
2766,42,UTF-8,8,Apache/2.2.15 (CentOS),M0_314,NaN,NaN,30-Apr-09,05-Jan-17,33,4,9,3088,34,41,3720,12104,41,8,0
NaN,42,utf-8,8,NaN,M0_328,America,CA,22-Feb-96,16-Jan-15,28,20,2,2780,36,32,3064,27390,32,4,0
NaN,42,ISO-8859-1,9,Apache,M0_33,Australia,Queensland,22-Mar-06,22-Mar-17,15,6,10,950,18,17,1110,1327,17,2,0
NaN,42,utf-8,7,openresty/1.11.2.1,M0_363,America,IL,27-Nov-06,02-Mar-17,19,15,3,2864,26,23,3168,10465,23,4,0
10561,42,UTF-8,9,Apache/2.2.22 (Debian),M0_510,Japan,6110021,13-Feb-17,28-Feb-17,15,4,4,1540,21,19,1844,25529,19,4,0
8769,42,UTF-8,9,Apache/2.2.22 (Debian),M0_518,SC,Not Applicable,29-Sep-15,24-Mar-17,5,0,3,334,6,7,474,412,7,2,0
12608,42,UTF-8,7,GSE,M0_527,America,CA,31-Jul-00,29-Jun-16,71,9,13,7856,68,77,8384,82332,77,6,0
324,42,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_575,America,CA,22-Oct-98,16-Mar-17,29,14,15,2767,27,33,3073,3550,33,4,0
94,42,UTF-8,8,Apache/2.2.15 (CentOS),M0_603,Australia,NSW,19-Aug-04,05-Jul-16,14,0,3,1102,8,16,1248,1015,16,2,0
NaN,42,ISO-8859-1,8,nginx/1.8.1,M0_818,America,nj,24-Jun-03,22-Aug-16,0,0,0,0,0,0,0,0,0,0,0
324,42,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_840,America,California,18-Mar-16,14-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,42,utf-8,8,NaN,M0_92,America,CA,22-Feb-96,16-Jan-15,22,15,2,2432,32,26,2716,27169,26,4,0
NaN,42,ISO-8859-1,9,Apache,M0_939,Australia,Queensland,22-Mar-06,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0
497,42,ISO-8859-1,7,Apache,M0_963,America,PA,06-Dec-10,07-Dec-16,0,0,0,0,0,0,0,0,0,0,0
NaN,42,utf-8,7,Apache/2.4.6,M0_985,America,FL,24-May-04,16-Mar-17,0,0,0,0,0,0,0,0,0,0,0
646,43,UTF-8,13,nginx,A0_132,NaN,NaN,NaN,NaN,11,1,4,1266,12,15,1554,966,15,4,1
673,43,UTF-8,11,nginx,A0_153,NaN,NaN,NaN,NaN,18,1,5,2188,22,24,2640,3031,24,6,1
2516,43,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_54,America,Utah,24-May-00,25-May-16,23,0,2,3970,27,29,4434,12548,29,6,1
NaN,43,iso-8859-1,11,Apache/1.3.27 (Unix) PHP/4.4.1,A0_64,NaN,NaN,03-Mar-00,08-Dec-15,10,0,5,925,12,12,1079,1399,12,2,1
NaN,43,ISO-8859-1,10,DOSarrest,A0_9,America,Washington,23-Jun-03,02-Jan-17,8,0,1,1045,9,10,1209,2806,10,2,1
7550,43,UTF-8,10,Apache,A0_95,America,CA,03-Aug-04,04-Aug-16,11,0,1,883,13,13,1037,8893,13,2,1
NaN,43,UTF-8,10,nginx/1.12.0,M4_75,NaN,NaN,NaN,NaN,0,0,0,0,2,0,0,124,0,0,1
324,43,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_1005,America,WA,14-May-02,03-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,43,utf-8,9,nginx + Phusion Passenger,M0_1010,America,FL,03-Jun-00,05-May-16,0,0,0,0,0,0,0,0,0,0,0
NaN,43,ISO-8859-1,9,Apache,M0_1112,Australia,Queensland,22-Mar-06,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,43,ISO-8859-1,9,nginx,M0_1177,America,WA,26-Apr-01,15-Dec-15,0,0,0,0,0,0,0,0,0,0,0
236,43,iso-8859-1,8,Apache,M0_120,America,ca,09-May-04,24-Apr-17,16,0,1,1151,19,18,1305,24455,18,2,0
NaN,43,ISO-8859-1,8,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,M0_1335,America,GA,05-Nov-97,05-Sep-16,0,0,0,0,0,0,0,0,0,0,0
NaN,43,ISO-8859-1,9,NaN,M0_1420,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,43,utf-8,8,nginx,M0_180,GB,Peterborough,08-Dec-95,04-Apr-14,15,6,5,1528,21,21,1988,3023,21,6,0
NaN,43,UTF-8,7,Apache,M0_2008,America,CA,27-Jun-01,03-Mar-17,15,3,4,1110,4,15,1110,244,15,0,0
NaN,43,UTF-8,9,mw2236.codfw.wmnet,M0_2036,America,CA,13-Jan-01,12-Dec-15,29,10,11,2022,12,29,2022,803,29,0,0
324,43,us-ascii,7,Microsoft-HTTPAPI/2.0,M0_206,NaN,NaN,13-Nov-02,13-Nov-16,39,9,5,4044,39,43,4420,44173,43,4,0
13089,43,utf-8,8,nginx/1.1.19,M0_2070,NaN,NaN,09-Dec-96,09-Oct-15,4,3,2,408,7,4,408,448,4,0,0
19724,43,utf-8,9,Apache/2.2.15 (CentOS),M0_2188,America,Arizona,30-Jan-96,01-Feb-17,4,3,2,420,6,4,420,366,4,0,0
NaN,43,UTF-8,9,mw2101.codfw.wmnet,M0_2194,America,CA,13-Jan-01,12-Dec-15,9,5,6,750,8,9,750,502,9,0,0
NaN,43,UTF-8,9,Apache,M0_236,United Kingdom,UK,27-Feb-96,27-Jan-16,33,1,4,2756,37,37,3032,41938,37,4,0
389,43,utf-8,9,Varnish,M0_242,America,CA,16-Jul-99,29-Mar-13,83,2,3,6008,107,87,6312,147266,87,4,0
NaN,43,UTF-8,8,Apache,M0_271,America,Arizona,23-Jun-06,24-Jun-16,84,13,6,7403,71,86,7549,117282,86,2,0
6744,43,ISO-8859-1,9,NaN,M0_324,NaN,NaN,28-Nov-99,09-Sep-13,22,3,8,2267,31,28,2701,9811,28,6,0
5653,43,ISO-8859,12,Apache,M0_331,NaN,NaN,25-Sep-00,23-Nov-15,8,0,3,803,12,12,1097,2190,12,4,0
324,43,us-ascii,8,Microsoft-IIS/7.5,M0_354,NaN,NaN,26-Sep-03,17-Jun-16,25,2,6,2444,17,31,2874,1984,31,6,0
NaN,43,ISO-8859-1,9,cloudflare-nginx,M0_43,Canada,Quebec,10-Apr-02,09-Jun-16,20,4,7,1511,21,22,1663,14430,22,2,0
NaN,43,utf-8,10,nginx,M0_553,America,NY,23-Mar-95,03-Mar-17,23,15,9,2479,24,27,2743,6085,27,4,0
324,43,us-ascii,7,Microsoft-HTTPAPI/2.0,M0_612,America,PA,05-Jun-03,26-Nov-14,17,7,3,2715,20,23,3187,20139,23,6,0
497,43,ISO-8859-1,7,Apache,M0_667,GB,NaN,11-Nov-06,26-Oct-16,45,3,7,4178,50,51,4646,44810,51,6,0
20592,43,UTF-8,7,GSE,M0_759,America,CA,31-Jul-00,29-Jun-16,64,5,13,6081,71,69,6463,63457,69,4,0
NaN,43,UTF-8,10,Resin/3.1.8,M0_782,America,FL,20-Apr-95,07-Mar-13,0,0,0,0,0,0,0,0,0,0,0
NaN,43,UTF-8,9,mw2164.codfw.wmnet,M0_885,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
4816,43,utf-8,10,Microsoft-IIS/8.5,M0_989,America,CO,03-May-15,04-May-16,0,0,0,0,0,0,0,0,0,0,0
2516,44,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_49,America,Utah,24-May-00,25-May-16,22,0,2,3444,24,28,3908,9819,28,6,1
8219,44,utf-8,10,nginx/1.6.2,M0_1055,America,CO,04-Feb-05,21-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,44,ISO-8859-1,8,nginx,M0_1097,America,WA,08-Apr-96,18-Nov-16,0,0,0,0,0,0,0,0,0,0,0
334,44,iso-8859-1,11,Apache,M0_1111,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
634,44,utf-8,9,ATS,M0_1180,America,CA,18-Jan-95,26-Aug-15,0,0,0,0,0,0,0,0,0,0,0
NaN,44,UTF-8,9,mw2242.codfw.wmnet,M0_1213,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,44,UTF-8,9,nginx,M0_1230,America,NY,16-Sep-96,05-Apr-17,0,0,0,0,0,0,0,0,0,0,0
324,44,us-ascii,7,Microsoft-HTTPAPI/2.0,M0_1405,America,PA,05-Jun-03,26-Nov-14,0,0,0,0,0,0,0,0,0,0,0
NaN,44,ISO-8859-1,8,nginx,M0_190,America,WA,08-Apr-96,18-Nov-16,19,0,2,1809,23,23,2125,26805,23,4,0
NaN,44,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,M0_2055,Australia,NaN,20-Jul-06,05-Mar-13,17,7,6,1242,13,17,1242,962,17,0,0
1511,44,ISO-8859-1,9,nginx,M0_2090,America,Ohio,08-Jan-04,03-Jan-17,6,4,3,640,8,6,640,606,6,0,0
1819,44,ISO-8859-1,11,NaN,M0_2139,America,CA,02-Nov-02,02-Feb-17,5,3,2,498,7,5,498,438,5,0,0
45958,44,utf-8,10,Apache,M0_2140,Canada,ON,09-Dec-03,22-Oct-16,6,6,3,540,8,6,540,539,6,0,0
NaN,44,UTF-8,9,mw2175.codfw.wmnet,M0_2151,America,CA,13-Jan-01,12-Dec-15,39,19,10,2742,5,39,2742,306,39,0,0
NaN,44,UTF-8,7,Apache,M0_2257,America,Arizona,12-Mar-08,19-May-16,14,7,12,1092,15,14,1092,970,14,0,0
11,44,ISO-8859-1,8,Microsoft-IIS/7.5,M0_226,America,WA,13-Sep-00,29-Aug-16,40,6,5,4203,42,42,4365,47931,42,2,0
324,44,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_235,America,UT,05-Feb-99,16-Jun-14,26,10,6,2512,33,32,2982,7155,32,6,0
NaN,44,UTF-8,9,mw2107.codfw.wmnet,M0_239,America,CA,13-Jan-01,12-Dec-15,40,35,2,5987,48,48,6595,38230,48,8,0
NaN,44,UTF-8,9,mw2190.codfw.wmnet,M0_277,America,CA,13-Jan-01,12-Dec-15,37,32,2,5805,41,45,6413,40585,45,8,0
44446,44,utf-8,9,Apache,M0_289,Canada,ON,09-Dec-03,22-Oct-16,157,2,5,11053,176,159,11211,284743,159,2,0
338,44,iso-8859-1,9,Apache,M0_311,NaN,NaN,NaN,NaN,9,0,2,870,12,11,1020,5876,11,2,0
345,44,iso-8859-1,8,Apache/2,M0_316,America,FL,10-May-00,11-Oct-16,12,4,3,972,16,14,1118,15901,14,2,0
674,44,ISO-8859-1,9,NaN,M0_408,America,California,28-Nov-99,09-Sep-13,15,0,6,1556,20,21,1988,9023,21,6,0
NaN,44,utf-8,9,nginx + Phusion Passenger,M0_436,America,FL,03-Jun-00,05-May-16,29,16,7,2326,25,33,2626,3623,33,4,0
25825,44,UTF-8,8,Apache/2.4.6 (CentOS),M0_49,America,CA,25-Jan-95,05-Dec-13,71,1,6,5647,79,79,6295,120385,79,8,0
NaN,44,UTF-8,8,Server,M0_51,America,WA,05-Jan-96,05-May-16,23,6,9,1942,25,27,2222,15275,27,4,0
NaN,44,ISO-8859-1,9,nginx/1.13.0,M0_550,France,NaN,05-Oct-05,21-May-15,6,0,1,672,8,8,834,1381,8,2,0
1501,44,ISO-8859-1,9,nginx,M0_557,America,Ohio,08-Jan-04,03-Jan-17,53,21,8,7834,53,61,8472,22947,61,8,0
10198,44,utf-8,8,nginx,M0_616,America,New York,28-Jun-06,01-Feb-13,17,12,4,2401,23,23,2827,19291,23,6,0
360,44,ISO-8859-1,10,Apache/2.4.25,M0_617,America,CO,25-Jun-97,26-Mar-17,16,3,4,1480,23,20,1776,10665,20,4,0
16525,44,iso-8859-1,9,barista/5.1.3,M0_633,America,CA,09-Jan-98,04-Jan-17,10,0,5,1197,15,14,1503,1424,14,4,0
NaN,44,UTF-8,8,Server,M0_641,America,WA,05-Jan-96,05-May-16,18,0,3,2274,21,22,2554,31811,22,4,0
6746,44,ISO-8859-1,9,NaN,M0_733,America,California,28-Nov-99,09-Sep-13,20,4,6,2097,23,24,2381,9280,24,4,0
NaN,44,UTF-8,9,mw2103.codfw.wmnet,M0_832,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
324,44,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_833,Canada,ON,17-Mar-00,17-Jan-16,0,0,0,0,0,0,0,0,0,0,0
324,44,us-ascii,8,Microsoft-IIS/7.5,M0_993,America,California,26-Sep-03,17-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,45,ISO-8859-1,10,Apache,M1_2,NaN,NaN,09-Oct-16,NaN,4,0,2,531,6,6,681,494,6,2,1
326,45,iso-8859-1,8,nginx,M0_10,NaN,NaN,29-Feb-08,21-Feb-17,7,0,2,1088,10,11,1440,7650,11,4,0
10273,45,UTF-8,9,nginx/1.11.2,M0_1062,America,MI,18-May-01,19-Mar-16,0,0,0,0,0,0,0,0,0,0,0
6748,45,ISO-8859-1,9,NaN,M0_1083,NaN,NaN,28-Nov-99,09-Sep-13,0,0,0,0,0,0,0,0,0,0,0
NaN,45,ISO-8859-1,9,Squeegit/1.2.5 (3_sir),M0_1085,America,MA,29-Sep-94,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
1245,45,ISO-8859-1,8,Microsoft-IIS/8.5,M0_1140,America,FL,30-Oct-02,06-Jul-16,0,0,0,0,0,0,0,0,0,0,0
6264,45,ISO-8859-1,10,Apache,M0_1192,NaN,NaN,19-Dec-00,16-Dec-16,0,0,0,0,0,0,0,0,0,0,0
1245,45,ISO-8859-1,10,Microsoft-IIS/7.5,M0_1232,America,CT,13-May-98,17-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,45,ISO-8859-1,9,cloudflare-nginx,M0_1238,America,Arizona,09-Aug-09,17-Jun-16,0,0,0,0,0,0,0,0,0,0,0
185,45,iso-8859-1,7,Apache/2.4.25 (Debian),M0_1262,America,MA,29-Jul-07,09-Jul-16,0,0,0,0,0,0,0,0,0,0,0
4764,45,UTF-8,7,Apache,M0_1272,America,Arizona,15-Jul-09,20-Apr-15,0,0,0,0,0,0,0,0,0,0,0
324,45,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_1318,NaN,NaN,27-Sep-00,10-Oct-16,0,0,0,0,0,0,0,0,0,0,0
365,45,utf-8,8,AmazonS3,M0_1343,America,Arizona,13-Jul-01,26-Apr-15,0,0,0,0,0,0,0,0,0,0,0
NaN,45,UTF-8,11,mw2192.codfw.wmnet,M0_1411,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
3042,45,UTF-8,11,Apache,M0_158,America,CA,20-Oct-98,04-Dec-13,14,0,7,1201,17,18,1495,4922,18,4,0
41547,45,utf-8,8,ECD (fll/0790),M0_2204,America,NY,10-Mar-05,07-Mar-17,8,4,3,660,6,8,660,476,8,0,0
NaN,45,UTF-8,11,Pagely Gateway/1.5.1,M0_2259,America,Minnesota,08-Aug-01,09-Nov-15,10,9,8,780,12,10,780,805,10,0,0
39,45,utf-8,9,nginx/1.10.3,M0_266,Netherlands,NOT APPLICABLE,27-Nov-02,21-Nov-16,4,0,2,541,7,6,689,579,6,2,0
44447,45,utf-8,9,Apache,M0_288,Canada,ON,09-Dec-03,22-Oct-16,185,0,2,13834,263,187,13992,488313,187,2,0
NaN,45,UTF-8,9,mw2101.codfw.wmnet,M0_315,America,CA,13-Jan-01,12-Dec-15,47,41,4,6464,53,55,7072,39038,55,8,0
226,45,iso-8859-1,8,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,M0_317,America,Missouri,28-Sep-07,28-Mar-17,44,0,2,4044,46,46,4204,82259,46,2,0
217,45,iso-8859-1,10,Apache/2.4.25 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.6.30,M0_406,NaN,NaN,NaN,NaN,28,2,5,3409,19,30,3565,18392,30,2,0
12368,45,ISO-8859-1,10,NaN,M0_467,America,CA,09-Jan-98,04-Jan-17,32,5,9,2595,34,36,2881,15941,36,4,0
NaN,45,UTF-8,9,mw2097.codfw.wmnet,M0_485,America,CA,13-Jan-01,12-Dec-15,55,43,7,10205,56,69,11305,38894,69,14,0
4695,45,UTF-8,9,mw2239.codfw.wmnet,M0_509,America,CA,13-Jan-01,12-Dec-15,40,35,2,4590,54,46,5046,84636,46,6,0
636,45,utf-8,10,ATS,M0_541,America,CA,18-Jan-95,26-Aug-15,46,22,8,5308,51,54,5902,40052,54,8,0
191,45,iso-8859-1,8,Apache,M0_585,Australia,VIC,12-Mar-09,18-Apr-17,3,0,1,198,3,3,198,186,3,0,0
23771,45,UTF-8,9,Apache,M0_608,America,MA,08-Nov-93,12-Oct-15,19,0,2,1801,25,23,2097,26643,23,4,0
14947,45,utf-8,10,NaN,M0_683,America,NY,25-Jul-98,05-Mar-17,19,0,3,1816,22,23,2104,12138,23,4,0
NaN,45,ISO-8859-1,9,Apache,M0_686,Australia,Queensland,22-Mar-06,22-Mar-17,70,3,8,5631,65,77,6091,82281,77,6,0
324,45,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_691,America,UT,05-Feb-99,16-Jun-14,28,10,9,2683,33,36,3307,11690,36,8,0
NaN,45,UTF-8,10,mw2233.codfw.wmnet,M0_724,America,CA,13-Jan-01,12-Dec-15,33,29,2,5852,39,42,6460,37285,42,8,0
NaN,45,ISO-8859-1,8,Apache,M0_725,America,Washington,16-Nov-99,05-Nov-16,26,16,5,3891,35,34,4567,37000,34,8,0
NaN,45,iso-8859-1,9,nginx,M0_730,America,WA,20-Jul-98,21-Feb-17,8,0,2,805,11,12,1099,1087,12,4,0
NaN,45,windows-1252,9,fbs,M0_74,America,WA,07-Apr-03,01-Nov-13,15,0,2,2730,23,19,3046,9605,19,4,0
9194,45,UTF-8,7,nginx/1.12.0,M0_766,America,NY,04-Jun-09,04-May-16,9,0,5,1197,11,14,1537,1532,14,4,0
6560,45,UTF-8,10,ATS,M0_798,Canada,ON,29-Nov-00,21-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,45,ISO-8859-1,10,cloudflare-nginx,M0_847,Netherlands,Noord-Holland,03-Feb-99,04-Feb-17,0,0,0,0,0,0,0,0,0,0,0
6746,45,ISO-8859-1,9,NaN,M0_871,America,California,28-Nov-99,09-Sep-13,0,0,0,0,0,0,0,0,0,0,0
NaN,45,UTF-8,9,mw2175.codfw.wmnet,M0_895,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,45,UTF-8,8,NaN,M0_919,NaN,NaN,18-Oct-00,29-Jan-17,0,0,0,0,0,0,0,0,0,0,0
649,46,UTF-8,11,nginx,A0_117,NaN,NaN,NaN,NaN,11,0,3,1274,14,15,1562,3132,15,4,1
221,46,ISO-8859-1,12,nginx/1.12.0,A0_82,America,CALIFORNIA,06-Oct-05,06-Oct-16,7,0,2,742,10,9,890,1263,9,2,1
